Date,Socrata Users,Socrata Sessions,Socrata Bounce Rate,Geohub Users,Geohub Sessions,Geohub Bounce Rate,Combined Users
2017-02-05T00:00:00,123,140,12.8571,44,47,40.4255,167
2017-02-06T00:00:00,384,436,7.3394,142,168,36.9048,526
2017-02-07T00:00:00,410,458,8.2969,141,155,35.4839,551
2017-02-08T00:00:00,426,488,11.0656,146,168,34.5238,572
2017-02-09T00:00:00,401,465,7.0968,168,208,41.8269,569
2017-02-10T00:00:00,351,394,7.868,98,115,35.6522,449
2017-02-11T00:00:00,129,150,6,25,31,54.8387,154
2017-02-12T00:00:00,126,148,10.1351,37,41,46.3415,163
2017-02-13T00:00:00,393,444,8.7838,134,149,45.6376,527
2017-02-14T00:00:00,397,469,9.5949,138,163,38.0368,535
2017-02-15T00:00:00,420,499,10.6212,157,183,36.612,577
2017-02-16T00:00:00,363,406,12.5616,158,191,43.4555,521
2017-02-17T00:00:00,360,415,13.9759,116,136,39.7059,476
2017-02-18T00:00:00,132,155,12.2581,58,63,46.0317,190
2017-02-19T00:00:00,154,165,9.697,52,60,31.6667,206
2017-02-20T00:00:00,271,302,9.9338,123,147,44.898,394
2017-02-21T00:00:00,444,497,9.0543,165,184,48.3696,609
2017-02-22T00:00:00,446,503,10.7356,179,217,41.0138,625
2017-02-23T00:00:00,414,461,10.6291,158,184,38.0435,572
2017-02-24T00:00:00,319,363,8.5399,93,106,48.1132,412
2017-02-25T00:00:00,112,128,7.8125,45,53,41.5094,157
2017-02-26T00:00:00,179,207,8.6957,63,83,37.3494,242
2017-02-27T00:00:00,446,508,9.8425,145,176,48.2955,591
2017-02-28T00:00:00,506,577,9.0121,130,145,39.3103,636
2017-03-01T00:00:00,387,426,8.4507,150,178,39.8876,537
2017-03-02T00:00:00,403,461,6.7245,136,153,37.2549,539
2017-03-03T00:00:00,286,321,7.4766,87,105,42.8571,373
2017-03-04T00:00:00,165,193,10.3627,51,54,37.037,216
2017-03-05T00:00:00,157,178,5.618,67,76,36.8421,224
2017-03-06T00:00:00,383,448,8.7054,145,164,42.6829,528
2017-03-07T00:00:00,415,506,11.0672,148,161,42.8571,563
2017-03-08T00:00:00,388,449,14.6993,152,182,42.3077,540
2017-03-09T00:00:00,422,501,12.1756,142,169,40.2367,564
2017-03-10T00:00:00,376,441,14.7392,112,130,37.6923,488
2017-03-11T00:00:00,128,142,12.6761,28,31,16.129,156
2017-03-12T00:00:00,128,142,11.2676,56,63,33.3333,184
2017-03-13T00:00:00,385,454,9.0308,137,157,44.586,522
2017-03-14T00:00:00,413,454,11.0132,170,192,42.1875,583
2017-03-15T00:00:00,355,431,10.6729,157,188,37.766,512
2017-03-16T00:00:00,376,426,11.0329,152,181,35.9116,528
2017-03-17T00:00:00,294,331,14.8036,110,122,37.7049,404
2017-03-18T00:00:00,105,119,17.6471,45,46,32.6087,150
2017-03-19T00:00:00,157,172,17.4419,76,86,39.5349,233
2017-03-20T00:00:00,385,438,10.274,154,181,43.0939,539
2017-03-21T00:00:00,377,439,15.0342,147,185,41.0811,524
2017-03-22T00:00:00,386,436,11.6972,174,209,39.2344,560
2017-03-23T00:00:00,372,416,9.375,171,192,38.5417,543
2017-03-24T00:00:00,292,337,10.9792,155,177,41.2429,447
2017-03-25T00:00:00,144,162,12.963,58,67,41.791,202
2017-03-26T00:00:00,118,132,10.6061,73,89,42.6966,191
2017-03-27T00:00:00,317,363,15.1515,176,207,38.6473,493
2017-03-28T00:00:00,392,457,10.9409,197,226,34.0708,589
2017-03-29T00:00:00,361,410,11.9512,161,181,41.989,522
2017-03-30T00:00:00,336,372,9.4086,157,180,36.1111,493
2017-03-31T00:00:00,342,408,10.7843,135,152,35.5263,477
2017-04-01T00:00:00,195,256,8.9844,64,82,39.0244,259
2017-04-02T00:00:00,155,164,16.4634,56,61,45.9016,211
2017-04-03T00:00:00,443,543,9.5764,158,194,35.0515,601
2017-04-04T00:00:00,437,510,10,166,186,38.7097,603
2017-04-05T00:00:00,433,500,10.8,199,228,37.7193,632
2017-04-06T00:00:00,398,457,16.1926,161,184,45.1087,559
2017-04-07T00:00:00,302,347,13.8329,119,136,36.7647,421
2017-04-08T00:00:00,109,123,13.8211,47,56,48.2143,156
2017-04-09T00:00:00,126,135,10.3704,85,90,43.3333,211
2017-04-10T00:00:00,339,386,8.2902,215,254,37.0079,554
2017-04-11T00:00:00,381,442,15.1584,158,185,40,539
2017-04-12T00:00:00,409,472,16.1017,186,230,27.3913,595
2017-04-13T00:00:00,350,408,12.9902,164,184,36.9565,514
2017-04-14T00:00:00,273,306,8.1699,118,139,31.6547,391
2017-04-15T00:00:00,132,150,22.6667,38,45,40,170
2017-04-16T00:00:00,133,156,19.8718,46,51,49.0196,179
2017-04-17T00:00:00,395,449,15.1448,135,157,40.1274,530
2017-04-18T00:00:00,393,461,13.0152,172,194,36.0825,565
2017-04-19T00:00:00,385,464,16.3793,189,233,42.0601,574
2017-04-20T00:00:00,412,476,8.8235,181,204,45.098,593
2017-04-21T00:00:00,354,422,16.1137,115,133,39.8496,469
2017-04-22T00:00:00,167,195,21.5385,65,72,31.9444,232
2017-04-23T00:00:00,153,162,21.6049,75,81,32.0988,228
2017-04-24T00:00:00,413,458,14.8472,162,189,37.037,575
2017-04-25T00:00:00,390,444,11.7117,188,216,33.7963,578
2017-04-26T00:00:00,444,518,11.7761,181,205,39.0244,625
2017-04-27T00:00:00,398,460,15.8696,195,222,39.6396,593
2017-04-28T00:00:00,335,392,11.2245,131,161,47.205,466
2017-04-29T00:00:00,134,156,14.7436,53,61,29.5082,187
2017-04-30T00:00:00,123,142,19.0141,56,63,44.4444,179
2017-05-01T00:00:00,392,439,13.6674,151,168,35.119,543
2017-05-02T00:00:00,434,495,12.7273,215,248,36.6935,649
2017-05-03T00:00:00,404,466,11.3734,189,233,39.485,593
2017-05-04T00:00:00,353,396,12.8788,126,145,42.069,479
2017-05-05T00:00:00,301,358,12.0112,122,141,41.844,423
2017-05-06T00:00:00,110,119,11.7647,53,61,29.5082,163
2017-05-07T00:00:00,149,184,17.3913,71,80,37.5,220
2017-05-08T00:00:00,410,485,12.9897,156,191,41.3613,566
2017-05-09T00:00:00,385,444,14.6396,156,180,40.5556,541
2017-05-10T00:00:00,385,427,14.5199,199,236,35.5932,584
2017-05-11T00:00:00,360,414,11.1111,172,203,37.4384,532
2017-05-12T00:00:00,279,314,13.6943,111,118,35.5932,390
2017-05-13T00:00:00,125,142,18.3099,34,45,26.6667,159
2017-05-14T00:00:00,116,146,16.4384,54,62,32.2581,170
2017-05-15T00:00:00,351,424,9.6698,163,197,40.6091,514
2017-05-16T00:00:00,335,375,12.5333,160,188,38.8298,495
2017-05-17T00:00:00,344,397,12.5945,176,199,41.7085,520
2017-05-18T00:00:00,371,444,12.8378,177,205,36.0976,548
2017-05-19T00:00:00,312,359,11.9777,122,136,37.5,434
2017-05-20T00:00:00,121,132,15.1515,39,45,24.4444,160
2017-05-21T00:00:00,122,136,15.4412,59,66,40.9091,181
2017-05-22T00:00:00,386,467,11.1349,147,179,35.1955,533
2017-05-23T00:00:00,366,424,12.7358,187,208,41.3462,553
2017-05-24T00:00:00,334,376,13.8298,167,199,33.6683,501
2017-05-25T00:00:00,363,424,10.1415,159,180,37.2222,522
2017-05-26T00:00:00,253,287,6.6202,119,138,45.6522,372
2017-05-27T00:00:00,106,119,12.605,38,40,37.5,144
2017-05-28T00:00:00,119,133,9.0226,58,63,39.6825,177
2017-05-29T00:00:00,147,165,11.5152,87,105,50.4762,234
2017-05-30T00:00:00,384,467,13.9186,185,227,36.1233,569
2017-05-31T00:00:00,425,512,19.1406,188,220,33.6364,613
2017-06-01T00:00:00,393,459,14.3791,165,194,37.6289,558
2017-06-02T00:00:00,297,349,10.6017,138,164,30.4878,435
2017-06-03T00:00:00,114,138,9.4203,57,70,34.2857,171
2017-06-04T00:00:00,134,151,9.9338,65,70,34.2857,199
2017-06-05T00:00:00,375,435,13.7931,149,168,44.6429,524
2017-06-06T00:00:00,384,438,12.3288,147,175,37.7143,531
2017-06-07T00:00:00,398,449,14.2539,166,195,36.9231,564
2017-06-08T00:00:00,357,418,11.9617,146,167,31.1377,503
2017-06-09T00:00:00,334,368,15.7609,112,122,41.8033,446
2017-06-10T00:00:00,153,185,11.8919,45,51,31.3725,198
2017-06-11T00:00:00,131,141,18.4397,64,71,43.662,195
2017-06-12T00:00:00,392,457,19.256,150,163,34.9693,542
2017-06-13T00:00:00,397,462,15.1515,177,208,46.6346,574
2017-06-14T00:00:00,452,514,21.0117,196,226,39.823,648
2017-06-15T00:00:00,399,467,15.8458,153,168,39.881,552
2017-06-16T00:00:00,290,324,16.6667,131,154,35.7143,421
2017-06-17T00:00:00,94,103,28.1553,37,45,17.7778,131
2017-06-18T00:00:00,112,132,19.697,41,47,44.6809,153
2017-06-19T00:00:00,373,441,17.6871,156,180,42.2222,529
2017-06-20T00:00:00,405,484,13.6364,175,207,39.6135,580
2017-06-21T00:00:00,393,442,22.3982,159,183,36.612,552
2017-06-22T00:00:00,342,395,17.7215,167,183,37.7049,509
2017-06-23T00:00:00,311,362,14.9171,110,123,41.4634,421
2017-06-24T00:00:00,113,126,19.8413,35,38,39.4737,148
2017-06-25T00:00:00,109,116,17.2414,53,54,31.4815,162
2017-06-26T00:00:00,349,405,14.8148,177,200,41,526
2017-06-27T00:00:00,384,436,13.7615,202,234,35.4701,586
2017-06-28T00:00:00,367,417,18.705,232,253,36.3636,599
2017-06-29T00:00:00,350,407,11.7936,188,223,42.1525,538
2017-06-30T00:00:00,280,314,14.0127,123,146,34.9315,403
2017-07-01T00:00:00,111,117,12.8205,52,56,51.7857,163
2017-07-02T00:00:00,102,114,12.2807,63,71,28.169,165
2017-07-03T00:00:00,269,299,14.0468,131,140,31.4286,400
2017-07-04T00:00:00,107,122,13.1148,73,79,40.5063,180
2017-07-05T00:00:00,370,435,12.1839,206,239,33.4728,576
2017-07-06T00:00:00,387,453,14.128,202,238,32.7731,589
2017-07-07T00:00:00,336,386,13.7306,146,165,36.3636,482
2017-07-08T00:00:00,187,195,19.4872,74,78,38.4615,261
2017-07-09T00:00:00,159,167,13.7725,80,90,32.2222,239
2017-07-10T00:00:00,419,480,12.9167,170,194,39.1753,589
2017-07-11T00:00:00,335,399,15.7895,182,212,41.0377,517
2017-07-12T00:00:00,381,450,15.1111,206,237,37.5527,587
2017-07-13T00:00:00,415,477,12.7883,297,332,51.506,712
2017-07-14T00:00:00,334,393,13.7405,1030,1099,54.7771,1364
2017-07-15T00:00:00,113,125,16,256,266,52.2556,369
2017-07-16T00:00:00,130,142,16.1972,134,165,47.8788,264
2017-07-17T00:00:00,415,478,14.6444,297,327,39.1437,712
2017-07-18T00:00:00,390,462,14.0693,263,304,47.6974,653
2017-07-19T00:00:00,372,451,13.3038,302,362,46.1326,674
2017-07-20T00:00:00,351,403,18.1141,180,209,38.756,531
2017-07-21T00:00:00,294,360,13.6111,173,197,37.0558,467
2017-07-22T00:00:00,127,140,16.4286,60,67,38.806,187
2017-07-23T00:00:00,121,136,13.9706,70,75,34.6667,191
2017-07-24T00:00:00,378,442,14.4796,200,221,40.724,578
2017-07-25T00:00:00,401,454,11.674,235,261,33.7165,636
2017-07-26T00:00:00,321,367,14.7139,183,201,45.2736,504
2017-07-27T00:00:00,355,413,12.5908,210,238,35.2941,565
2017-07-28T00:00:00,297,354,15.2542,168,194,40.7216,465
2017-07-29T00:00:00,121,137,14.5985,53,55,23.6364,174
2017-07-30T00:00:00,119,134,17.1642,73,80,38.75,192
2017-07-31T00:00:00,371,419,16.4678,165,196,25.5102,536
2017-08-01T00:00:00,403,472,11.0169,184,219,30.137,587
2017-08-02T00:00:00,356,402,18.9055,220,260,38.4615,576
2017-08-03T00:00:00,392,449,13.1403,186,204,35.7843,578
2017-08-04T00:00:00,321,393,16.285,127,133,30.8271,448
2017-08-05T00:00:00,133,154,14.2857,58,62,29.0323,191
2017-08-06T00:00:00,133,157,21.6561,75,89,33.7079,208
2017-08-07T00:00:00,386,439,13.4396,193,214,30.3738,579
2017-08-08T00:00:00,405,470,13.1915,181,205,33.6585,586
2017-08-09T00:00:00,380,429,16.7832,196,224,38.8393,576
2017-08-10T00:00:00,325,365,15.0685,206,226,39.823,531
2017-08-11T00:00:00,321,350,12.5714,171,181,43.0939,492
2017-08-12T00:00:00,108,117,26.4957,48,53,20.7547,156
2017-08-13T00:00:00,114,122,9.0164,45,47,42.5532,159
2017-08-14T00:00:00,369,420,15,197,222,40.991,566
2017-08-15T00:00:00,354,395,13.9241,184,206,38.3495,538
2017-08-16T00:00:00,335,382,12.8272,189,213,34.2723,524
2017-08-17T00:00:00,314,360,10,188,209,38.2775,502
2017-08-18T00:00:00,297,349,14.8997,132,144,38.1944,429
2017-08-19T00:00:00,102,109,12.844,69,77,31.1688,171
2017-08-20T00:00:00,113,118,15.2542,68,71,29.5775,181
2017-08-21T00:00:00,300,342,15.2047,158,185,51.8919,458
2017-08-22T00:00:00,398,428,14.486,205,226,42.4779,603
2017-08-23T00:00:00,341,391,13.0435,214,260,43.0769,555
2017-08-24T00:00:00,316,360,15.2778,190,215,33.9535,506
2017-08-25T00:00:00,262,297,13.468,155,185,35.6757,417
2017-08-26T00:00:00,100,107,14.0187,61,69,39.1304,161
2017-08-27T00:00:00,120,132,14.3939,78,85,37.6471,198
2017-08-28T00:00:00,346,385,11.1688,230,249,36.9478,576
2017-08-29T00:00:00,377,420,15.9524,214,243,32.9218,591
2017-08-30T00:00:00,393,435,19.5402,187,208,37.9808,580
2017-08-31T00:00:00,367,409,18.8264,199,236,33.4746,566
2017-09-01T00:00:00,281,310,18.7097,184,206,33.9806,465
2017-09-02T00:00:00,130,150,16.6667,55,58,29.3103,185
2017-09-03T00:00:00,125,138,17.3913,89,107,29.9065,214
2017-09-04T00:00:00,164,178,14.0449,105,128,34.375,269
2017-09-05T00:00:00,400,450,13.5556,227,269,35.316,627
2017-09-06T00:00:00,381,427,16.8618,216,243,29.2181,597
2017-09-07T00:00:00,371,418,11.4833,243,283,29.3286,614
2017-09-08T00:00:00,346,392,14.7959,216,270,30.3704,562
2017-09-09T00:00:00,145,168,19.6429,108,137,18.2482,253
2017-09-10T00:00:00,164,191,17.801,108,139,33.8129,272
2017-09-11T00:00:00,403,469,16.2047,244,280,35.7143,647
2017-09-12T00:00:00,421,486,18.7243,409,446,36.3229,830
2017-09-13T00:00:00,451,505,14.6535,237,276,37.3188,688
2017-09-14T00:00:00,417,479,16.9102,216,265,35.0943,633
2017-09-15T00:00:00,315,363,19.2837,167,202,33.1683,482
2017-09-16T00:00:00,116,138,16.6667,72,83,22.8916,188
2017-09-17T00:00:00,169,195,20.5128,118,151,29.1391,287
2017-09-18T00:00:00,396,464,18.319,236,290,28.6207,632
2017-09-19T00:00:00,415,473,15.6448,382,440,26.1364,797
2017-09-20T00:00:00,420,489,13.0879,362,405,24.4444,782
2017-09-21T00:00:00,417,482,14.3154,289,340,33.8235,706
2017-09-22T00:00:00,363,417,18.9448,233,276,26.087,596
2017-09-23T00:00:00,149,194,24.7423,119,147,23.1293,268
2017-09-24T00:00:00,158,184,21.1957,119,130,33.0769,277
2017-09-25T00:00:00,396,454,13.4361,249,299,35.1171,645
2017-09-26T00:00:00,446,519,12.5241,253,288,35.4167,699
2017-09-27T00:00:00,417,479,14.405,275,323,40.5573,692
2017-09-28T00:00:00,425,483,12.0083,203,236,33.0508,628
2017-09-29T00:00:00,325,371,16.1725,175,202,26.2376,500
2017-09-30T00:00:00,141,153,16.3399,99,109,22.9358,240
2017-10-01T00:00:00,153,167,13.1737,81,94,36.1702,234
2017-10-02T00:00:00,448,487,17.6591,219,252,38.8889,667
2017-10-03T00:00:00,424,497,14.4869,190,231,34.1991,614
2017-10-04T00:00:00,476,546,13.1868,262,306,28.4314,738
2017-10-05T00:00:00,410,475,14.5263,194,240,29.5833,604
2017-10-06T00:00:00,365,419,11.4558,185,208,38.4615,550
2017-10-07T00:00:00,124,142,14.0845,78,88,23.8636,202
2017-10-08T00:00:00,170,191,12.0419,80,88,35.2273,250
2017-10-09T00:00:00,368,421,15.9145,251,286,25.1748,619
2017-10-10T00:00:00,448,499,16.8337,241,276,33.3333,689
2017-10-11T00:00:00,446,507,14.0039,259,298,36.9128,705
2017-10-12T00:00:00,439,514,13.8132,231,258,31.7829,670
2017-10-13T00:00:00,342,387,15.2455,167,190,37.8947,509
2017-10-14T00:00:00,135,158,12.6582,77,80,32.5,212
2017-10-15T00:00:00,180,205,14.1463,86,104,40.3846,266
2017-10-16T00:00:00,434,493,17.4442,247,287,29.2683,681
2017-10-17T00:00:00,505,570,18.4211,284,360,31.9444,789
2017-10-18T00:00:00,511,578,15.7439,263,312,33.3333,774
2017-10-19T00:00:00,444,521,17.4664,222,257,30.7393,666
2017-10-20T00:00:00,336,389,10.5398,162,195,29.7436,498
2017-10-21T00:00:00,169,197,20.3046,79,87,27.5862,248
2017-10-22T00:00:00,214,256,15.625,106,121,34.7107,320
2017-10-23T00:00:00,709,783,40.8685,384,411,51.8248,1093
2017-10-24T00:00:00,468,527,18.2163,291,337,28.4866,759
2017-10-25T00:00:00,440,489,13.7014,261,289,30.7958,701
2017-10-26T00:00:00,417,464,17.0259,186,216,38.4259,603
2017-10-27T00:00:00,368,423,19.1489,181,199,35.1759,549
2017-10-28T00:00:00,146,165,25.4545,68,72,23.6111,214
2017-10-29T00:00:00,219,250,28.4,94,109,33.0275,313
2017-10-30T00:00:00,477,545,16.8807,228,256,33.9844,705
2017-10-31T00:00:00,429,503,14.7117,216,245,36.7347,645
2017-11-01T00:00:00,402,464,20.4741,206,230,29.5652,608
2017-11-02T00:00:00,424,484,19.2149,199,242,24.3802,623
2017-11-03T00:00:00,389,454,16.9604,205,239,37.2385,594
2017-11-04T00:00:00,167,186,18.8172,74,88,34.0909,241
2017-11-05T00:00:00,173,199,21.1055,91,108,21.2963,264
2017-11-06T00:00:00,460,528,18.9394,234,268,31.7164,694
2017-11-07T00:00:00,482,549,16.3934,286,332,34.3373,768
2017-11-08T00:00:00,442,498,17.6707,281,328,29.878,723
2017-11-09T00:00:00,451,503,20.8748,241,268,33.5821,692
2017-11-10T00:00:00,306,334,20.0599,154,178,30.8989,460
2017-11-11T00:00:00,162,192,21.3542,101,124,32.2581,263
2017-11-12T00:00:00,217,260,16.1538,115,151,28.4768,332
2017-11-13T00:00:00,456,525,16.7619,308,349,35.8166,764
2017-11-14T00:00:00,513,597,14.5729,256,291,34.3643,769
2017-11-15T00:00:00,487,557,14.1831,259,324,29.6296,746
2017-11-16T00:00:00,459,527,17.4573,247,284,30.9859,706
2017-11-17T00:00:00,360,449,16.4811,213,247,30.3644,573
2017-11-18T00:00:00,159,181,22.6519,108,127,25.1969,267
2017-11-19T00:00:00,185,210,17.1429,90,97,37.1134,275
2017-11-20T00:00:00,497,590,15.5932,256,289,33.564,753
2017-11-21T00:00:00,438,510,16.6667,229,264,25.7576,667
2017-11-22T00:00:00,306,348,16.092,167,193,33.6788,473
2017-11-23T00:00:00,125,146,17.8082,89,103,44.6602,214
2017-11-24T00:00:00,182,216,14.3519,95,109,26.6055,277
2017-11-25T00:00:00,152,168,22.0238,74,82,36.5854,226
2017-11-26T00:00:00,209,237,20.6751,92,99,25.2525,301
2017-11-27T00:00:00,519,655,15.7252,317,421,27.3159,836
2017-11-28T00:00:00,458,514,16.537,329,379,29.0237,787
2017-11-29T00:00:00,495,557,19.7487,274,314,32.4841,769
2017-11-30T00:00:00,488,573,21.1169,239,281,29.8932,727
2017-12-01T00:00:00,415,496,14.3145,196,220,32.2727,611
2017-12-02T00:00:00,210,235,17.4468,91,99,32.3232,301
2017-12-03T00:00:00,197,250,28,97,107,28.972,294
2017-12-04T00:00:00,483,556,16.9065,328,373,23.3244,811
2017-12-05T00:00:00,472,543,23.5727,334,399,23.8095,806
2017-12-06T00:00:00,434,493,20.6897,490,556,15.6475,924
2017-12-07T00:00:00,471,526,15.3992,360,406,25.3695,831
2017-12-08T00:00:00,348,392,18.8776,220,245,22.0408,568
2017-12-09T00:00:00,177,203,17.2414,88,104,21.1538,265
2017-12-10T00:00:00,197,232,21.5517,104,107,28.972,301
2017-12-11T00:00:00,421,493,16.0243,232,262,31.2977,653
2017-12-12T00:00:00,402,475,18.5263,237,274,33.5766,639
2017-12-13T00:00:00,436,497,18.9135,243,302,27.8146,679
2017-12-14T00:00:00,392,468,19.2308,224,264,31.8182,616
2017-12-15T00:00:00,321,369,13.0081,169,195,28.7179,490
2017-12-16T00:00:00,147,171,19.883,72,80,32.5,219
2017-12-17T00:00:00,126,141,24.8227,80,87,28.7356,206
2017-12-18T00:00:00,366,425,16.7059,227,252,29.3651,593
2017-12-19T00:00:00,404,458,12.4454,200,224,34.375,604
2017-12-20T00:00:00,371,416,16.3462,165,184,33.6957,536
2017-12-21T00:00:00,348,392,13.5204,147,170,40,495
2017-12-22T00:00:00,261,298,14.7651,101,112,33.9286,362
2017-12-23T00:00:00,108,122,10.6557,35,39,30.7692,143
2017-12-24T00:00:00,83,88,15.9091,44,51,31.3725,127
2017-12-25T00:00:00,90,102,20.5882,47,52,36.5385,137
2017-12-26T00:00:00,245,275,18.1818,98,113,37.1681,343
2017-12-27T00:00:00,298,346,17.052,127,143,24.4755,425
2017-12-28T00:00:00,317,365,13.9726,131,138,26.087,448
2017-12-29T00:00:00,263,300,18.3333,105,122,30.3279,368
2017-12-30T00:00:00,111,122,17.2131,47,56,32.1429,158
2017-12-31T00:00:00,96,109,11.9266,60,67,31.3433,156
2018-01-01T00:00:00,148,166,25.3012,77,90,24.4444,225
2018-01-02T00:00:00,366,423,15.6028,167,196,32.6531,533
2018-01-03T00:00:00,428,493,16.43,219,240,26.25,647
2018-01-04T00:00:00,389,439,19.3622,203,221,20.362,592
2018-01-05T00:00:00,367,412,15.7767,172,201,25.8706,539
2018-01-06T00:00:00,150,165,28.4848,68,78,29.4872,218
2018-01-07T00:00:00,161,175,29.7143,99,117,29.9145,260
2018-01-08T00:00:00,476,540,16.4815,258,295,28.1356,734
2018-01-09T00:00:00,439,491,18.7373,270,309,28.1553,709
2018-01-10T00:00:00,443,515,15.9223,305,340,25.8824,748
2018-01-11T00:00:00,417,492,16.8699,228,253,28.4585,645
2018-01-12T00:00:00,357,401,15.212,212,248,30.2419,569
2018-01-13T00:00:00,181,212,22.1698,94,98,17.3469,275
2018-01-14T00:00:00,210,251,22.3108,106,120,25,316
2018-01-15T00:00:00,312,358,23.1844,180,215,28.3721,492
2018-01-16T00:00:00,495,570,17.5439,252,295,31.1864,747
2018-01-17T00:00:00,459,510,17.0588,281,324,31.4815,740
2018-01-18T00:00:00,485,553,18.6257,273,320,31.25,758
2018-01-19T00:00:00,395,467,18.2013,218,237,30.8017,613
2018-01-20T00:00:00,173,199,19.0955,88,100,19,261
2018-01-21T00:00:00,217,245,20.4082,142,158,29.7468,359
2018-01-22T00:00:00,548,626,17.5719,303,343,27.1137,851
2018-01-23T00:00:00,582,675,14.0741,278,322,30.1242,860
2018-01-24T00:00:00,557,659,16.5402,293,331,22.9607,850
2018-01-25T00:00:00,532,606,20.297,305,344,23.8372,837
2018-01-26T00:00:00,422,488,17.418,225,275,26.5455,647
2018-01-27T00:00:00,188,214,19.1589,102,117,26.4957,290
2018-01-28T00:00:00,238,274,23.3577,152,178,20.7865,390
2018-01-29T00:00:00,562,651,18.894,289,340,23.8235,851
2018-01-30T00:00:00,495,559,16.2791,295,342,29.5322,790
2018-01-31T00:00:00,567,646,20.8978,343,393,28.7532,910
2018-02-01T00:00:00,590,673,18.8707,291,337,28.1899,881
2018-02-02T00:00:00,453,549,22.0401,245,274,29.1971,698
2018-02-03T00:00:00,170,195,22.0513,108,128,25.7812,278
2018-02-04T00:00:00,206,225,21.3333,119,131,24.4275,325
2018-02-05T00:00:00,572,667,18.4408,315,358,29.3296,887
2018-02-06T00:00:00,616,739,17.862,310,349,26.0745,926
2018-02-07T00:00:00,601,701,20.5421,313,339,31.5634,914
2018-02-08T00:00:00,569,664,20.7831,310,348,28.7356,879
2018-02-09T00:00:00,437,498,16.8675,261,295,28.4746,698
2018-02-10T00:00:00,239,269,28.9963,107,114,25.4386,346
2018-02-11T00:00:00,210,239,28.0335,153,174,21.8391,363
2018-02-12T00:00:00,619,712,21.4888,353,410,24.3902,972
2018-02-13T00:00:00,598,682,20.9677,313,377,19.3634,911
2018-02-14T00:00:00,524,607,22.0758,348,413,25.1816,872
2018-02-15T00:00:00,527,605,23.6364,295,339,27.7286,822
2018-02-16T00:00:00,406,466,22.9614,227,244,31.5574,633
2018-02-17T00:00:00,218,236,24.1525,122,133,25.5639,340
2018-02-18T00:00:00,227,262,33.5878,109,129,29.4574,336
2018-02-19T00:00:00,475,534,31.0861,233,262,25.5725,708
2018-02-20T00:00:00,626,715,22.2378,343,389,27.2494,969
2018-02-21T00:00:00,585,670,21.6418,329,368,29.6196,914
2018-02-22T00:00:00,559,634,22.2397,307,342,25.1462,866
2018-02-23T00:00:00,515,585,19.1453,273,313,23.3227,788
2018-02-24T00:00:00,219,242,21.9008,114,125,20.8,333
2018-02-25T00:00:00,248,298,24.8322,151,169,24.2604,399
2018-02-26T00:00:00,634,706,21.1048,321,353,28.8952,955
2018-02-27T00:00:00,648,740,19.8649,304,348,27.2989,952
2018-02-28T00:00:00,676,782,21.4834,322,356,27.2472,998
2018-03-01T00:00:00,562,639,23.1612,274,303,27.7228,836
2018-03-02T00:00:00,482,562,23.4875,265,303,27.0627,747
2018-03-03T00:00:00,186,215,20,231,263,33.0798,417
2018-03-04T00:00:00,335,379,18.4697,204,238,21.8487,539
2018-03-05T00:00:00,618,704,18.608,422,468,22.8632,1040
2018-03-06T00:00:00,647,737,18.7246,324,377,32.0955,971
2018-03-07T00:00:00,667,760,19.6053,300,353,25.4958,967
2018-03-08T00:00:00,564,640,24.0625,251,294,30.6122,815
2018-03-09T00:00:00,506,584,20.5479,223,244,35.6557,729
2018-03-10T00:00:00,220,249,20.0803,100,112,37.5,320
2018-03-11T00:00:00,232,261,26.8199,129,140,35.7143,361
2018-03-12T00:00:00,569,647,21.4838,292,332,34.0361,861
2018-03-13T00:00:00,579,654,21.8654,279,329,29.1793,858
2018-03-14T00:00:00,598,697,21.5208,306,348,27.0115,904
2018-03-15T00:00:00,563,650,24.3077,271,316,31.0127,834
2018-03-16T00:00:00,488,559,21.8247,210,247,28.3401,698
2018-03-17T00:00:00,215,245,19.5918,116,133,25.5639,331
2018-03-18T00:00:00,233,278,25.5396,132,161,29.1925,365
2018-03-19T00:00:00,592,682,21.8475,302,356,28.0899,894
2018-03-20T00:00:00,580,656,20.2744,349,395,27.0886,929
2018-03-21T00:00:00,643,722,26.0388,365,414,30.4348,1008
2018-03-22T00:00:00,530,607,27.8418,290,327,34.2508,820
2018-03-23T00:00:00,428,481,22.869,323,365,20.8219,751
2018-03-24T00:00:00,200,221,22.6244,158,183,21.3115,358
2018-03-25T00:00:00,218,247,24.6964,161,179,21.2291,379
2018-03-26T00:00:00,548,609,30.8703,299,334,26.0479,847
2018-03-27T00:00:00,628,715,28.1119,340,386,25.1295,968
2018-03-28T00:00:00,579,667,22.3388,305,353,25.4958,884
2018-03-29T00:00:00,514,573,25.1309,307,355,22.8169,821
2018-03-30T00:00:00,443,493,31.643,208,235,31.0638,651
2018-03-31T00:00:00,241,277,23.4657,127,143,29.3706,368
2018-04-01T00:00:00,274,305,30.8197,129,139,26.6187,403
2018-04-02T00:00:00,689,781,26.1204,345,388,26.0309,1034
2018-04-03T00:00:00,644,731,25.171,365,407,21.8673,1009
2018-04-04T00:00:00,598,675,23.5556,322,363,23.1405,920
2018-04-05T00:00:00,621,702,26.6382,421,456,21.4912,1042
